sentence,correct_phonemes,incorrect_phonemes,incorrect_phonemes_list,per,has_loanword,duration_seconds,total_expected_phonemes,total_recognized_phonemes
"Sobald bekannt wird, dass man vermögend ist, halten überall Vereine die Hand auf.",47,13,"ʁ→ɾ, ɛː→ɛ, ɐ→ɾ, øː→yː, ɛ→ə, +ə, n̩→n, yː→uː, ɐ→ɜ, -ɛː, ɐ→ɛ, a→ɾ, e→aɪ",0.22033898305084745,False,5.8984375,59,59
"Egon hat sie zwar nicht gesehen, aber er erkennt die Harley am Geräusch.",32,19,"ɛ→iː, oː→ɔ, -t, s→ts, aː→ɑː, ɐ→ɾ, +t, -e, ɾ→ɜ, eː→ɛ, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, -n, aː→ɑː, +l, ɪ→eː, ʁ→r, ɔ→oɪ",0.3877551020408163,False,4.76953125,49,48
"Zum Beispiel könnten sie gemeinsam singen, also einen Schulchor bilden.",43,10,"-t, s→ts, œ→ɛ, +t, +ə, n̩→n, -a, e→aɪ, kʰ→k, ɐ→ɾ",0.19607843137254902,False,4.3203125,51,51
Restaurant,5,2,"ɛ→e, +ɔ̃",0.3333333333333333,True,0.7099609375,6,7
"Erasmus ist ein Symbol dafür, wie Studenten, aber in Zukunft auch Auszubildende sich besser austauschen können, damit neue Freunde kennenlernen.",79,34,"ɛː→eː, ɐ→r, u→ʊ, ɛ→aɪ, ɪ→n, n→z, z→y, a→ɑː, yː→y, ʁ→ɾ, u→uː, +n, -e, -t, s→ts, -a, o→aʊ, -t, s→ts, ɛ→ə, -ɐ, a→ɜ, o→aʊ, -a, o→aʊ, œ→ə, ɔ→aʊ, -ɔ, ø→aʊ, -n, ɛ→ə, -n, -ə, -n",0.30357142857142855,False,9.390625,112,102
Umgekehrt wäre es schlimmer.,14,6,"e→eː, ɛː→ɛ, ʀ→r, eː→ɛ, -m, ɐ→ɜ",0.3,False,1.76953125,20,19
Rund um den Marienplatz wurde jetzt die Verkehrsführung geändert.,39,14,"ʀ→r, ʁ→r, +n, ʊ→uː, -ɾ, t→ts, ɛː→ɛ, ɐ→ɾ, e→eː, j→uː, ɾ→r, +k, -ɛ, ɾ→ɜ",0.27450980392156865,False,4.26953125,51,51
"Dunkles Olivgrün,",10,5,"oː→o, ɪ→iː, v→f, ɾ→r, j→y",0.3333333333333333,False,1.919921875,15,15
Dadurch könnte man etwas Speicherplatz sparen.,21,15,"a→ɑː, ʊ→uː, -ɾ, x→ç, œ→ə, -a, e→aɪ, -ɛ, ɾ→ɜ, t→ts, s→ʃ, ʃ→p, p→ɑː, aː→r, ɐ→ə",0.4166666666666667,False,3.189453125,36,33
"Mit Freunden auf dem Mond zu telefonieren, macht keinen Spaß.",39,8,"-ɔ, ø→aʊ, -t, s→ts, e→eː, e→ɪ, o→oː, ʁ→r",0.1702127659574468,False,5.5390625,47,45
Oh mein Gott! Er atmet nicht mehr!,18,4,"eː→ɛ, ɐ→ɾ, +t, ɐ→ɾ",0.19047619047619047,False,2.19921875,21,22
Auf einer Zickzack-Bahn sah man die Rückenflosse eines Hais auf das Ufer zuschwimmen.,43,15,"-a, e→aɪ, -ɛː, -ɐ, t→ɜ, s→ts, -t, s→ts, ɑ→ɑː, aː→ɑː, ʁ→r, +y, kʰ→k, aj→aɪ, ɐ→ɜ",0.2631578947368421,False,6.37109375,57,54
ändere Augen Farbe,10,5,"ɐ→ə, +r, +ə, ŋ̩→n, ʁ→r",0.38461538461538464,False,2.05078125,13,15
Aber bei manchen Themen kann ich einfach nicht ruhig bleiben.,35,7,"-e, ɾ→ɜ, x→ç, ʁ→r, -., -ɪ, ç→k",0.16666666666666666,False,4.01953125,42,39
"Kritisieren Sie ihn so, dass er sein Gesicht wahren kann.",29,9,"-k, ʀ→ɾ, i→iː, i→iː, ʀ→r, eː→ɛ, ɐ→ɾ, ɑ→ɑː, ɾ→r",0.23684210526315788,False,3.2890625,38,37
"Vorhin habe ich eine Folge Bella Block gesehen, das war streckenweise ganz schön gruselig.",56,11,"ɐ→ɾ, ɪ→iː, aː→ɑː, a→ɜ, aː→ɑː, ɐ→ɾ, -a, e→aɪ, øː→ø, e→ə, ç→k",0.16417910447761194,False,6.21875,67,66
Was wird wie geschrieben?,15,2,"ʁ→ɾ, ʁ→ɾ",0.11764705882352941,False,1.900390625,17,17
Deswegen findet man auch kaum Fotos von ihnen.,30,6,"e→eː, -a, o→aʊ, o→oː, +s, i→iː",0.17142857142857143,False,2.890625,35,35
Er zieht sich irgendeine Dokumentation über den legalen Anbau von Cannabis rein.,41,22,"eː→ɛ, ɐ→ɾ, t→ts, -s, ɛ→ə, d→t, -ə, ɪ→aɪ, o→oː, u→uː, ɑ→a, t→ts, s→j, yː→y, +ɜ, ɐ→ɾ, e→eː, a→ɑː, kʰ→k, aː→a, iː→ɪ, ʁ→r",0.3548387096774194,False,6.421875,62,61
Jana schlüpft in die Rolle der Linguistin.,25,8,"aː→a, a→ɑː, +y, ɾ→r, -l, eː→ɛ, ɐ→ɾ, +ə",0.25806451612903225,False,2.779296875,31,32
Spuck ihn wieder aus!,11,1,ɐ→ɜ,0.08333333333333333,False,1.2802734375,12,12
"Happy Purzeltag, du Eule!",7,11,"pʰ→p, ɪ→iː, pʰ→p, ʊ→u, ʁ→ɾ, l→n, tʰ→t, x→k, ː→d, ɔ→uː, +oɪ",0.6470588235294118,False,2.130859375,17,18
Nicht wenn man der Polizeistatistik Glauben schenkt.,30,9,"eː→ɛ, ɐ→ɾ, pʰ→p, ɔ→oː, ɪ→iː, aj→aɪ, tʰ→t, +ə, m̩→n",0.23684210526315788,False,3.140625,38,39
Nahrungsmittel aus konventioneller Landwirtschaft bringen nicht so viel ein.,45,15,"ɑ→ɑː, ɾ→r, e→ə, -l, t→ts, s→j, -l, ɐ→ɜ, -t, -s, -s, h→ʃ, ʀ→r, -ɛ, ɪ→aɪ",0.25,False,5.16015625,60,54
Da wähle ich lieber gleich das Original.,20,7,"ː→ɑː, +ɜ, ɐ→ɾ, o→oː, ɾ→r, ɪ→i, ɪ→iː",0.2692307692307692,False,2.69921875,26,27
"Man glaubt nicht, was man wissen sollte.",25,4,"-a, o→aʊ, +ə, n̩→n",0.14285714285714285,False,2.490234375,28,28
oder,1,2,"oː→uː, -ɐ",0.6666666666666666,False,0.39990234375,3,2
Glauben Sie an einen Zusammenhang zwischen Schlagerkonzerten und Suizidversuchen?,46,19,"+ə, m̩→n, -a, e→aɪ, -t, s→ts, -m, ɛ→ə, +h, -t, s→ts, aː→ɑː, ɐ→ɜ, kʰ→k, ʁ→ɾ, tʰ→t, ɪ→iː, ɪ→iː, ɐ→ɾ",0.30158730158730157,False,4.9296875,63,61
Okay wann?,5,1,eː→eɪ,0.16666666666666666,True,0.91015625,6,6
"Nein, aber ohne.",6,4,"ɑː→a, -e, ɾ→ɚ, oː→uː",0.4,False,1.3095703125,10,9
"Es scheint fast, als würde sich die Geschichte wiederholen.",32,8,"eː→ɛ, -a, e→aɪ, aː→a, +y, ɐ→ɜ, +ə, n̩→n",0.21052631578947367,False,3.830078125,38,39
Ein Gerätetaucher hält niemals die Luft an.,22,9,"-ɛ, ɪ→aɪ, ʁ→r, eː→ɛ, tʰ→t, ə→ɜ, tʰ→t, ɐ→ə, aː→a",0.2903225806451613,False,3.6796875,31,30
Da kannst du auch ohne Training mitmachen.,22,6,"+d, ː→ɑː, t→d, ː→uː, ʁ→r, +t",0.23076923076923078,True,2.689453125,26,28
Dann hätte ich gerne einen Espresso.,22,5,"ʁ→ɾ, -a, e→aɪ, -z, o→oː",0.18518518518518517,True,2.419921875,27,25
Stattdessen soll ein eigener Streaming-Dienst aufgebaut werden.,33,17,"-t, -z, -ɛ, ɪ→aɪ, -ə, ɪ→aɪ, ɐ→ɜ, ʃ→s, ʁ→ɹ, -a, o→aʊ, -a, o→aʊ, eː→ɛ, ɐ→ɾ, +ə, n̩→n",0.3469387755102041,True,4.1015625,49,44
"Doch wenn niemand guckt, werden sie ihn hinrichten.",29,6,"n→ɾ, eː→ɛ, ɐ→ɾ, +ə, n̩→n, ɾ→r",0.17647058823529413,False,3.41015625,34,35
"Aber nicht nächste Woche, denn da bin ich im Urlaub.",28,8,"-e, ɾ→ɜ, ç→k, +d, ː→ɑː, ʊ→uː, -a, o→aʊ",0.22857142857142856,False,4.01171875,35,34
Pfennigschwärmer wurden hier Zisselmänner genannt.,31,7,"-p, ç→k, ʊ→uː, -ɐ, t→ɾ, s→ts, -n",0.18421052631578946,False,2.91015625,38,35
Grüß dich!,2,5,"ɡ→h, ɾ→o, yː→j, d→t, ç→ʃ",0.7142857142857143,False,0.669921875,7,7
Zu jedem rekursiven Algorithmus existiert eine iterative Entsprechung.,43,17,"-t, s→ts, ɾ→r, e→eː, ʊ→u, f→v, o→oː, ɾ→r, u→ʊ, e→ɛ, s→z, i→ɪ, e→ɛ, ɾ→r, ɑ→a, f→v, +k",0.288135593220339,False,5.2109375,59,59
Die Melodie ist von einem anderen Song geklaut.,27,9,"-d, o→oː, -a, e→aɪ, ɐ→ə, +r, s→ts, -a, o→aʊ",0.2571428571428571,False,2.990234375,35,33
"Naja, das ist aber nur ein Teil der Wahrheit.",20,14,"aː→ɑː, aː→ɑː, +s, -e, ɾ→ɜ, -ɐ, ɛ→ɾ, ɪ→aɪ, eː→ɛ, ɐ→ɾ, ɑ→ɑː, +h, ə→h, iː→aɪ",0.4375,False,3.19921875,32,32
"Was passiert, wenn man Fiebersenker nimmt, obwohl man kein Fieber hat?",40,7,"ɐ→ɾ, ɐ→ɜ, z→s, kʰ→k, ɐ→ɾ, -m, ɐ→ɜ",0.14893617021276595,False,4.8515625,47,46
Das muss unbedingt unter uns bleiben.,26,1,ɐ→ɜ,0.037037037037037035,False,2.7109375,27,27
Und wer soll sich dann um die Haustiere kümmern?,27,6,"ɐ→ɾ, +h, ʀ→r, m→y, -ɛ, ɾ→ɜ",0.1875,False,2.830078125,32,32
"Wenn wir kein anderes finden, nehme ich notfalls das Bildschirmkabel von der Spielkonsole.",58,10,"ɐ→ɾ, ɐ→ə, +r, e→eː, ʁ→ɾ, kʰ→k, aː→ɑː, eː→ɛ, ɐ→ɾ, kʰ→k",0.14925373134328357,False,5.671875,67,68
Eingefleischte Fans scheuen eine lange Anfahrt nicht.,29,9,"-a, e→aɪ, -a, e→aɪ, a→ɛ, -ɔ, -ø, ə→aʊ, ɑ→ɑː",0.23684210526315788,False,3.830078125,38,34
"Jetzt schreit wieder einer der Jungs im Schlaf, da schrecke ich ewig zusammen.",35,18,"-t, s→ts, ɾ→r, -ə, iː→aɪ, -ɐ, a→ɜ, e→aɪ, -ɛː, ɐ→ɜ, eː→ɛ, ɐ→ɾ, +d, ː→ɑː, -ç, t→k, s→ts, u→uː",0.34615384615384615,False,5.0,52,48
Aufnahme von Audio für neun Sekunden,18,11,"-a, o→aʊ, ɑ→ɑː, ɪ→iː, ɔ→oː, ɐ→ɾ, -ɔ, ɪ→aʊ, e→eː, +ə, n̩→n",0.39285714285714285,False,3.01953125,28,27
In Ordnung,5,3,"o→ɔ, ʁ→ɾ, d→t",0.375,False,0.77001953125,8,8
Also ich lüge schon länger als vierzig Tage nicht.,26,9,"yː→y, e→ə, ɐ→ɜ, ɪ→iː, -ʁ, t→ɾ, s→ts, ç→k, aː→ɑː",0.2571428571428571,False,3.48046875,35,34
"Es sieht immer so aus, als würde der Busfahrer das Lenkrad zu spät einschlagen.",37,18,"eː→ɛ, ɐ→ɜ, +y, eː→ɛ, ɐ→ɾ, b→p, ʊ→u, aː→ɑː, ʁ→r, ɐ→ɜ, ɾ→r, ɑ→a, -t, s→ts, ɛː→ɛ, aː→ɑː, +ə, ŋ̩→n",0.33962264150943394,False,5.8203125,53,54
Können sie mir ihr Passwort geben?,20,5,"œ→ə, æ→ɾ, ɐ→ɾ, +ɾ, ʁ→ɾ",0.20833333333333334,False,1.8701171875,24,25
"Ich habe mir das sehr gut überlegt, habe aber in Berlin schon einige Start-ups besucht, die auch Spiele entwickeln und weiß, von welch‘ großer Bedeutung das ist.",88,28,"aː→ɑː, æ→ɾ, e→eː, yː→y, -ɛ, ɾ→ɜ, ɛ→eː, aː→ɑː, -e, ɾ→ɜ, ə→ɛ, ɪ→iː, -a, e→aɪ, ʃ→s, t→d, -a, ʁ→ɑː, ʊ→a, ʊ→uː, l̩→ə, +l, ɾ→r, -ɔ, ø→aʊ, +k, -s, -t",0.24561403508771928,True,10.5625,114,109
"Dalmatiner sind schwarz-weiß gefleckt, manchmal auch braun-weiß.",35,11,"aː→a, aː→a, +ɾ, tʰ→t, ɪ→iː, ɐ→ə, -ʁ, t→ɾ, s→ts, aː→ɑː, ʁ→r",0.24444444444444444,False,6.05859375,45,45
Bikesharing gibt es in immer mehr Städten.,19,11,"b→v, aj→aɪ, kʰ→k, -ə, -s, h→ʃ, aː→ɛ, ʁ→ɹ, eː→ə, ɐ→ɜ, ɐ→ɾ",0.36666666666666664,True,2.91015625,30,28
Worauf gilt es beim Styling zu achten?,21,8,"ɾ→r, -a, o→aʊ, eː→ɛ, ʃ→s, +aɪ, -t, s→ts",0.2857142857142857,True,2.509765625,28,27
"Plötzlich sieht es so aus, als wäre man unschuldig.",28,9,"œ→ə, -t, s→ts, +ç, eː→ɛ, +ts, ɛː→ɛ, ʀ→r, ç→k",0.2571428571428571,False,3.369140625,35,36
Seine Schergen gehen mit brachialer Gewalt vor.,27,8,"eː→iː, b→p, ʁ→ɾ, i→iː, +j, a→ɑː, ɐ→ɜ, ɐ→ɾ",0.23529411764705882,False,3.419921875,34,35
"Cool, ihr habt so eine alte Petroleumlampe?",23,9,"+k, ɐ→ɾ, aː→a, tʰ→t, ɛ→e, ɾ→r, o→oː, ɔ→iː, ø→ʊ",0.2903225806451613,True,3.91015625,31,32
"Es weiß sofort jeder, was gemeint ist.",21,7,"eː→ɛ, ɔ→oː, oː→ɔ, ɐ→ɾ, ɐ→ə, -a, e→aɪ",0.25,False,2.83984375,28,27
"Unser Kunden haben oft eine genaue Vorstellung, von dem, was sie wollen.",48,5,"ɐ→ə, aː→ɑː, ɐ→ɾ, -l, +k",0.09615384615384616,False,4.6015625,52,52
Die Jury ist mit hochkarätigen Experten besetzt.,32,8,"j→dʒ, ɾ→r, j→iː, ɔ→oː, ɑ→ɑː, ɾ→r, -t, s→ts",0.2,False,3.8203125,40,39
Flugzeuge starten gegen den Wind.,23,7,"t→ts, -s, -ɔ, ɪ→aʊ, ʁ→ɾ, e→eː, -.",0.23333333333333334,False,2.140625,30,27
"Denk daran, was wir besprochen haben!",25,5,"+t, ʁ→r, ɐ→ɾ, ɾ→r, aː→ɑː",0.1724137931034483,False,2.529296875,29,30
Also mussten wir querbeet über das Feld tuckern.,24,11,"ʊ→u, +ə, n̩→n, ɐ→ɾ, ɛ→eː, ʁ→ɾ, yː→y, ɐ→ɜ, tʰ→t, kʰ→k, ɐ→ə",0.3235294117647059,False,3.5,34,35
"Auch werden wir alles daran setzen, den Jugendlichen zu helfen, die in den letzten Jahren keine Chance auf einen Ausbildungsplatz hatten.",79,22,"ɐ→ɾ, +ə, n̩→n, ɐ→ɾ, ʁ→r, -t, s→ts, ɛ→ə, -t, s→ts, +ə, n̩→n, -t, ɑ→ɑː, ɾ→r, ː→ɑ̃, -a, e→aɪ, -t, s→ts, +ə, n̩→n",0.22448979591836735,True,8.3203125,98,96
Man gibt doch nicht einfach Telefonnummern von anderen weiter!,37,11,"e→ɪ, ɔ→oː, -n, -m, ɛ→ə, -ɾ, ɐ→ə, +r, -ə, iː→aɪ, ɐ→ɜ",0.23404255319148937,False,3.80078125,47,44
Sie fallen ja sowieso aus.,11,7,"+ə, +n, n̩→j, ː→ɑː, o→oː, i→iː, +s",0.4666666666666667,False,1.8701171875,15,18
"Okay, ich lade den pairing Skill herunter.",21,7,"o→oː, eː→eɪ, aː→a, aɪ→ɛ, ʁ→ɹ, ɾ→r, ɐ→ɜ",0.25,True,3.98046875,28,28
Ich will nur mal gucken!,13,3,"ɐ→ɾ, aː→a, ɡ→k",0.1875,False,1.490234375,16,16
Man sollte ihnen nicht jedes Mal ein Geschenk mitbringen.,34,8,"i→iː, aː→ɑː, -ɛ, ɪ→aɪ, tʰ→t, ʀ→r, +ə, n̩→n",0.1951219512195122,False,3.5390625,41,41
grasgrün,4,4,"ɾ→r, ɑː→a, ɾ→r, yː→uː",0.5,False,1.080078125,8,8
Bei gutem Wetter wäre der Zoo eine Alternative.,24,11,"-k, ɐ→ɜ, ɛː→ɛ, ʀ→r, eː→ɛ, ɐ→ɾ, z→ts, uː→oː, -ɾ, ɑ→a, f→v",0.3142857142857143,False,3.939453125,35,33
Könnte das eine posttraumatische Belastungsstörung auslösen?,36,11,"œ→ə, pʰ→p, +ɾ, ʁ→r, aː→ɑː, tʰ→t, øː→yː, ʁ→r, -a, o→aʊ, øː→yː",0.2391304347826087,False,3.919921875,46,46
"Der Mensch ist oft nicht vernünftig, aber immerhin vernunftfähig.",35,15,"eː→ɛ, ɐ→ɾ, ɐ→ɾ, +y, ç→k, -e, ɾ→ɜ, -m, ɛ→ɜ, ɾ→h, ɐ→ɾ, f→ʃ, eː→ɛ, ɪ→l, ç→k",0.30612244897959184,False,4.55078125,49,48
"Keine Ahnung, aber es riecht gut.",14,8,"aː→ɑː, ɑː→a, -e, ɾ→ɜ, eː→ɛ, ɾ→r, iː→ɪ, +t",0.38095238095238093,False,1.83984375,21,21
"Bravo!, ruft Herr Wolf.",10,6,"ʁ→r, ɔ→o, ʀ→r, ʁ→ɾ, ɔ→o, l→n",0.375,True,2.23046875,16,16
Den hättest du längst abgeben müssen!,24,3,"ː→uː, ə→eː, +y",0.11538461538461539,False,2.279296875,26,27
Wer erfand das Backpulver?,16,4,"ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, ɐ→ə",0.2,False,1.83984375,20,20
"Sie weiß es, will es den anderen aber noch nicht mitteilen.",34,8,"eː→ɛ, eː→ɛ, ɐ→ə, +r, -e, ɾ→ɜ, -ə, iː→aɪ",0.1951219512195122,False,3.890625,41,40
"Was dich nicht tötet, härtet dich ab.",25,1,øː→yː,0.038461538461538464,False,2.279296875,26,26
Eine Stewardess kommt vorbei und reißt ihn aus seiner Gedankenwelt.,34,15,"ʃ→s, t→tʃ, -eː, -v, a→uː, ɾ→ɜ, ɛ→ə, -s, oː→ɔ, ɐ→ɾ, aj→aɪ, ʁ→r, ɐ→ɜ, +ə, ŋ̩→n",0.3125,False,4.51953125,48,46
Der Geist einer Sprache offenbart sich am deutlichsten in ihren unübersetzbaren Worten.,50,18,"eː→ɛ, ɐ→ɾ, -a, e→aɪ, -ɛː, ɐ→ɜ, a→ɑː, -f, ɛ→ə, a→ɑː, -ɔ, ø→aʊ, i→iː, ɾ→r, yː→y, ɐ→ɜ, aː→ɑː, ʁ→r",0.2647058823529412,False,6.0703125,68,64
Dienstag ist fast schon Wochenende.,23,3,"aː→ɑː, aː→a, e→ə",0.11538461538461539,False,2.41015625,26,26
Damit sind Sie immer auf der sicheren Seite.,23,8,"a→ɑː, ɐ→ɜ, eː→ɛ, ɐ→ɾ, ɐ→ə, +r, -ə, iː→aɪ",0.26666666666666666,False,3.05078125,30,30
Können Sie bitte mein Portemonnaie halten? Für mich ist es zu schwer.,35,12,"œ→ə, ʁ→ɾ, -., o→ɔ, eː→iː, +ə, n̩→n, ɐ→ɾ, -eː, -t, s→ts, ɐ→ɾ",0.2608695652173913,True,4.171875,46,44
Klar geht das!,7,3,"-ɐ, e→iː, -t",0.3,False,0.8701171875,10,8
Ich bin doch schon so aufgeregt.,18,4,"-a, o→aʊ, ɾ→r, ɛ→eː",0.18181818181818182,False,1.9296875,22,21
"Bist du gut darin, Leute zu verkuppeln?",20,12,"+t, +d, ː→uː, ɾ→r, ɔ→aʊ, -t, s→ts, ɛː→ɛ, ɐ→ɾ, -p, ɛ→ə, -l",0.4,False,2.8203125,30,29
"Bei einem Umzug bietet es sich an, alles auszusortieren, was man nicht mehr braucht.",46,16,"-a, e→aɪ, -t, s→ts, i→iː, -ə, eː→ɛ, ɔ→oː, ʁ→t, -tʰ, ʁ→r, +n, ɐ→ɾ, ʁ→ɾ, a→r, o→aʊ",0.26229508196721313,False,6.26953125,61,58
Ich gehe jetzt duschen.,10,5,"e→ə, -t, s→ts, +ə, n̩→n",0.35714285714285715,False,1.509765625,14,14
Du kannst dich nicht ewig verstecken!,23,4,"+d, ː→uː, ç→k, ɐ→ɾ",0.15384615384615385,False,2.279296875,26,27
Aber besser als Rauchzeichen.,14,5,"-e, ɾ→ɜ, ɐ→ɜ, ʁ→r, aj→aɪ",0.2631578947368421,False,2.240234375,19,18
Dann nehm ich einen Kakao.,14,3,"eː→ɪ, -a, e→aɪ",0.17647058823529413,False,1.9501953125,17,16
Die werden ja nicht schlecht.,11,8,"-d, eː→ɛ, +ɾ, +d, ɐ→ə, d→n, n̩→j, ː→ɑː",0.47058823529411764,False,2.0390625,17,18
Mittellila,7,2,"+l, ɑː→a",0.25,False,1.3701171875,8,9
Bei einer namentlichen Anrede durfte man sich quasi geehrt fühlen.,39,13,"-a, e→aɪ, -ɛː, ɐ→ɜ, ɑ→ɑː, ɛ→ə, ɾ→r, ʊ→uː, +ɑː, aː→ɾ, ɪ→iː, e→eː, yː→uː",0.2549019607843137,False,4.87890625,51,50
Was für Gründe hat das?,15,3,"ɐ→ɾ, +r, ɾ→y",0.17647058823529413,False,1.419921875,17,18
Die Aktion wird garantiert nach hinten los gehen.,31,6,"t→ts, s→j, ʁ→ɾ, ɽ→r, ɑ→a, aː→a",0.16216216216216217,False,3.970703125,37,37
"Na ja, dann haben wir das wenigstens geklärt.",27,8,"aː→ɑː, +j, ː→a, aː→a, ɐ→ɾ, ɡ→k, ɛ→ə, ɛ→eː",0.23529411764705882,False,2.6796875,34,35
Sie hat eine harte Nuss zu knacken.,21,4,"ɾ→r, ʊ→u, -t, s→ts",0.16,False,4.1015625,25,24
"Okay, ich setze jetzt meinen Speicher zurück",19,11,"o→ɔ, eː→aɪ, -t, s→ts, -t, s→ts, ɐ→ɜ, t→ts, s→uː, uː→r, ɾ→y",0.36666666666666664,True,2.970703125,30,28
"Es scheint Mittag zu sein, ich passe die Helligkeit an.",30,7,"eː→ɛ, -a, e→aɪ, aː→ɑː, -t, s→ts, -z",0.1891891891891892,False,4.08984375,37,34
Ich glaube an einen sehr mundfaulen Gott.,25,5,"-a, o→aʊ, -a, e→aɪ, e→eː",0.16666666666666666,False,2.890625,30,28
Gleich schwinge ich mich auf das Fahrrad und neme den Hund mit.,37,6,"-ɪ, aː→a, -ɐ, ʁ→r, a→ɑː, +t",0.14285714285714285,False,3.990234375,42,41
Die letzten Vorkommen wurden gnadenlos ausradiert.,31,11,"-t, oː→ɔ, ɐ→ɾ, -m, ʊ→uː, aː→ɑː, -a, o→aʊ, ɾ→r, ɑ→a, d→v",0.2619047619047619,False,3.689453125,42,39
Aber welche Drüse scheidet das Cortison aus?,23,11,"-e, ɾ→ɜ, -., ɾ→r, yː→uː, -a, e→aɪ, kʰ→k, ʁ→ɾ, tʰ→t, ɪ→iː",0.3235294117647059,False,3.119140625,34,31
"Tu, was du nicht lassen kannst.",18,4,"tʰ→t, +d, ː→uː, -z",0.19047619047619047,False,1.8896484375,21,21
"Genannt wurde der Gesamtbetrag, aber nicht die Stückelung.",34,12,"-n, ʊ→uː, eː→ɛ, ɐ→ɾ, +t, ɛ→ə, ɑ→ɑː, ɑː→a, -e, ɾ→ɜ, +y, e→ə",0.2727272727272727,False,3.9609375,44,44
Dieses Internet ist doch nur eine Modeerscheinung!,26,12,"i→iː, -ə, s→z, ɐ→ɛ, +ɾ, +t, ɐ→ɾ, ɔ→oː, ɛ→ə, ɐ→ɛ, +ɾ, aj→aɪ",0.34285714285714286,True,3.560546875,35,37
Solltest du auch nicht.,12,3,"+d, ː→uː, -t",0.21428571428571427,False,1.1796875,14,14
Ist der Job als Knastspitzel noch frei?,22,10,"eː→ɛ, -ɐ, d→ɾ, ʒ→dʒ, s→ʃ, -t, s→ts, ɾ→r, -a, e→aɪ",0.3125,True,2.830078125,32,29
"Außerdem werden wir alles daran setzen, dass unsere mittelständischen Unternehmen vernünftige Kredite bekommen.",69,19,"eː→ɛ, ɐ→ɾ, +ə, n̩→n, ɐ→ɾ, ʁ→r, -t, -s, ɐ→ə, +r, -t, ɛ→ə, s→ʃ, ɐ→ɜ, ɛː→ɛ, ɐ→ɾ, +y, ɾ→r, e→iː",0.2235294117647059,False,6.62890625,85,85
"Und ich dachte schon, mein Kopfhörer wäre kaputt.",26,7,"ç→x, øː→yː, ʀ→r, ɐ→ɜ, ɛː→ɛ, ʀ→r, ɑː→a",0.21212121212121213,False,2.890625,33,33
Die ihm zugedachte Aufgabe konnte er trotz Handicap sicher lösen.,36,14,"t→ts, -s, ç→x, -a, o→aʊ, eː→ɛ, ɐ→ɾ, ʁ→ɾ, -t, a→ɛ, i→ɪ, ɑ→ɛ, ɐ→ɜ, øː→yː",0.28,False,4.78125,50,47
Hast du schon mal einen Hamster mit solchen Glupschaugen gesehen?,39,7,"+t, ː→uː, aː→ɑː, -a, e→aɪ, ɐ→ə, x→ç",0.15555555555555556,False,4.171875,45,45
Setze Märchen fort,10,5,"-t, s→ts, ɐ→ɾ, +ə, n̩→n",0.35714285714285715,False,1.6298828125,14,14
Die meisten würden einfach ertrinken.,19,10,"-ə, ɪ→aɪ, +ø, ʁ→ɾ, +ə, n̩→n, ɐ→ɾ, ʀ→ɾ, +ə, ŋ̩→n",0.38461538461538464,False,2.4296875,26,28
An schlechten Schulnoten ist grundsätzlich der Lehrer oder die Lehrerin schuld.,42,13,"+t, tʰ→ə, n̩→n, ɾ→r, -t, s→ts, eː→ɛ, ɐ→ɾ, ʁ→r, ɐ→ɜ, ɐ→ɜ, ʁ→r, ʁ→r",0.24074074074074073,False,5.41015625,54,54
Setze die Wohnung Temperatur auf zwanzig,24,11,"t→ts, s→t, -., ə→ɛ, -., ʁ→r, ɐ→ɾ, -t, s→ts, -t, s→ts",0.3142857142857143,False,3.19921875,35,31
Und schon hat sie erste Erfolge erzielt.,21,9,"eː→ɛ, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, -ɛː, ɐ→ɛ, t→ɾ, s→ts, -t",0.3,False,2.5703125,30,28
Sie kennt nicht alle Nachnamen ihrer Schützlinge.,28,4,"n→t, ʁ→r, ɐ→ɜ, t→y",0.125,False,3.109375,32,32
System software,8,7,"ɪ→y, +h, eː→iː, z→s, a→ɛ, -ɽ, ə→ɾ",0.5,True,1.66015625,14,14
"Ich habe sehr gerne mit ihm zusammen gearbeitet. Schade, dass das vorbei ist.",43,13,"aː→ɑː, +s, e→eː, ʁ→ɾ, -t, s→ts, u→uː, -ə, iː→aɪ, aː→ɑː, oː→ɔ, ɐ→ɾ, aj→aɪ",0.23636363636363636,False,5.5390625,55,54
Er muss los.,5,3,"eː→ɛ, ɐ→ɾ, ʊ→u",0.375,False,0.990234375,8,8
wieder abspielen,11,1,ɐ→ɜ,0.08333333333333333,False,1.2001953125,12,12
"Wenn man die Kopfhörer herauszieht, pausiert die Wiedergabe automatisch.",36,17,"øː→ø, ʀ→r, ɐ→ə, ɾ→r, -a, o→aʊ, -t, s→ts, -a, o→aʊ, -ɛ, ɾ→ɜ, ɑ→ɑː, -a, o→aʊ, o→oː, ɑ→ɑː",0.32075471698113206,False,4.98828125,53,48
Mit unserer Reisegeschwindigkeit bin ich noch unzufrieden.,32,13,"ɐ→ə, ɐ→r, ɾ→ɜ, a→r, e→aɪ, e→ə, ɛ→ə, k→ç, -ə, iː→aɪ, -t, s→ts, ɾ→r",0.28888888888888886,False,3.55078125,45,43
